datetime,compound,polarity,subjectivity
11/01/2022 04:00,0.192522435,0.082423968,0.338949196
11/01/2022 05:00,0.151641865,0.097838414,0.363271486
11/01/2022 06:00,0.182693728,0.082891386,0.365042683
11/01/2022 07:00,0.169920758,0.079528434,0.344730276
11/01/2022 08:00,0.175005749,0.104654915,0.344181148
11/01/2022 09:00,0.178266324,0.08436311,0.332387812
11/01/2022 10:00,0.160521839,0.062324222,0.309796253
11/01/2022 11:00,0.18238677,0.083161898,0.346222822
11/01/2022 12:00,0.181904454,0.083410772,0.360541072
11/01/2022 13:00,0.182252484,0.087475937,0.354003743
11/01/2022 14:00,0.189805882,0.105683017,0.341855473
11/01/2022 15:00,0.168885547,0.074903547,0.332244303
11/01/2022 16:00,0.166304779,0.083789604,0.347512949
11/01/2022 17:00,0.151485754,0.086656893,0.353464109
11/01/2022 18:00,0.166627674,0.091712256,0.338162254
11/01/2022 19:00,0.139872886,0.062672067,0.343719431
11/01/2022 20:00,0.13448181,0.080017215,0.329341585
11/01/2022 21:00,0.173566094,0.099635713,0.331629771
11/01/2022 22:00,0.181282861,0.081855311,0.352939081
11/01/2022 23:00,0.166792208,0.085357206,0.337272536
12/01/2022 00:00,0.18054908,0.080920605,0.365963081
12/01/2022 01:00,0.168855329,0.098471267,0.371976872
12/01/2022 02:00,0.155303885,0.071891008,0.350128843
12/01/2022 03:00,0.164171581,0.072843244,0.348353729
12/01/2022 04:00,0.189628834,0.079172649,0.338588861
12/01/2022 05:00,0.173487922,0.082239013,0.380315587
12/01/2022 06:00,0.165131124,0.082776584,0.358073737
12/01/2022 07:00,0.199665362,0.103959715,0.331185846
12/01/2022 08:00,0.169843048,0.104739725,0.346777847
12/01/2022 09:00,0.178978471,0.074825036,0.347083724
12/01/2022 10:00,0.151677575,0.078589783,0.319291454
12/01/2022 11:00,0.152107194,0.078616398,0.308182638
12/01/2022 12:00,0.164767258,0.095552395,0.342903443
12/01/2022 13:00,0.174455428,0.085949573,0.327386929
12/01/2022 14:00,0.185903769,0.091818394,0.33539361
12/01/2022 15:00,0.169478028,0.090273155,0.344202937
12/01/2022 16:00,0.195976115,0.101978517,0.34834162
12/01/2022 17:00,0.184056222,0.082488414,0.343669583
12/01/2022 18:00,0.190738446,0.080023756,0.337219607
12/01/2022 19:00,0.175767031,0.08281722,0.355355985
12/01/2022 20:00,0.199193103,0.075124033,0.367413422
12/01/2022 21:00,0.171161804,0.082659144,0.347241042
12/01/2022 22:00,0.151073886,0.081060921,0.329394158
12/01/2022 23:00,0.193921622,0.094463221,0.332389781
13/01/2022 00:00,0.162388906,0.088436536,0.347381508
13/01/2022 01:00,0.198128413,0.099044032,0.336900339
13/01/2022 02:00,0.155175536,0.080442677,0.36007123
13/01/2022 03:00,0.192264122,0.081603505,0.357488307
13/01/2022 04:00,0.165546598,0.072290365,0.34529624
13/01/2022 05:00,0.199264912,0.080062641,0.34612149
13/01/2022 06:00,0.195606164,0.098021276,0.344307163
13/01/2022 07:00,0.189130472,0.085896627,0.346432605
13/01/2022 08:00,0.178186678,0.097445586,0.321561092
13/01/2022 09:00,0.193024902,0.116165629,0.346628266
13/01/2022 10:00,0.140519586,0.074783383,0.306332987
